torch.Size([429, 32, 64]) torch.Size([429, 4, 64]) torch.Size([429, 4, 64]) tensor([  0, 226, 429], device='cuda:0', dtype=torch.int32) tensor([  0, 226, 429], device='cuda:0', dtype=torch.int32) 226 226 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([496, 32, 64]) torch.Size([496, 4, 64]) torch.Size([496, 4, 64]) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) tensor([  0, 201, 496], device='cuda:0', dtype=torch.int32) 295 295 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
torch.Size([450, 32, 64]) torch.Size([450, 4, 64]) torch.Size([450, 4, 64]) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) tensor([  0, 232, 450], device='cuda:0', dtype=torch.int32) 232 232 0.0 None True
